ID,FriendID
612815277,574147452
612815277,36767299
612815277,29374598
612815277,67634814
612815277,30008146
612815277,16826656
612815277,18219438
612815277,85920189
612815277,183654112
612815277,368540737
612815277,308756315
612815277,237356931
612815277,470596621
612815277,92365345
612815277,383521993
612815277,581447914
612815277,321824690
612815277,321553188
612815277,570494374
612815277,432042866
490791079,138600717
490791079,47887649
490791079,20346956
490791079,16812787
490791079,31122496
490791079,19426551
490791079,36240413
490791079,494537575
490791079,491836289
490791079,473415632
490791079,153180571
490791079,458572228
490791079,356959227
490791079,471174953
490791079,396341110
490791079,407981114
490791079,440455139
490791079,401149267
490791079,472540997
490791079,71004424
264416315,237057990
264416315,238772966
264416315,428543614
264416315,25936040
264416315,417279925
264416315,415493343
264416315,274054483
264416315,353701356
264416315,243884635
264416315,236267654
264416315,195411110
264416315,331399592
264416315,209396321
264416315,302826157
264416315,60376883
264416315,75826837
264416315,46039785
264416315,292045587
264416315,220705391
264416315,158102559
271608323,183506229
271608323,286766365
271608323,235472192
271608323,139487362
271608323,288122511
271608323,235434417
271608323,252166367
271608323,240383484
271608323,97116091
271608323,88081841
271608323,90181423
271608323,34452224
271608323,350715205
271608323,321383484
271608323,37349783
271608323,351265142
271608323,136724883
271608323,20013775
271608323,19845100
271608323,201836710
224078321,220137977
224078321,224370160
224078321,260018622
224078321,176548932
224078321,159264852
224078321,309244285
224078321,283719177
224078321,293792271
224078321,280469626
224078321,224306075
224078321,235297890
224078321,278572358
224078321,233721055
224078321,205908492
224078321,290153781
224078321,344755432
224078321,207134106
224078321,333467070
224078321,344179886
224078321,312087172
314345007,26565946
314345007,19330043
314345007,24190981
314345007,14181054
314345007,107930490
314345007,30064123
314345007,51822913
314345007,23613479
314345007,16409683
314345007,35787166
314345007,32959253
314345007,29611918
314345007,23617610
314345007,27989078
314345007,25365536
314345007,66492624
314345007,28638191
314345007,30782495
314345007,286776383
314345007,90456101
498443919,374263914
498443919,74921625
498443919,31044129
498443919,57542753
498443919,105935110
498443919,156258872
498443919,316002803
498443919,341179172
498443919,446450022
498443919,439555716
498443919,169269870
498443919,220491769
498443919,324176358
498443919,137815151
498443919,55116192
498443919,176322093
498443919,473365262
498443919,329872138
498443919,282176552
498443919,487020307
249775709,174080893
249775709,230576152
249775709,175943109
249775709,169111184
249775709,222274492
249775709,97081576
249775709,158861430
249775709,241247098
249775709,158609072
249775709,200547196
249775709,106891959
249775709,251440946
249775709,233039836
249775709,174904150
249775709,167025759
249775709,251628288
249775709,196817417
249775709,88592224
249775709,203698642
249775709,130924510
247434515,247384579
247434515,157007098
247434515,230671856
247434515,52178481
247434515,235779469
247434515,238728349
247434515,229620497
247434515,186202319
247434515,226232897
247434515,199471776
247434515,184681911
247434515,240486570
247434515,231688502
247434515,227170588
247434515,186132558
247434515,222020744
247434515,226360721
247434515,56817222
247434515,251203344
247434515,77834098
400908342,28471026
400908342,22733444
400908342,93307114
400908342,372866329
400908342,43785727
400908342,237420881
400908342,27086468
400908342,17929027
400908342,264933345
400908342,373755582
400908342,140506065
400908342,228215058
400908342,158948296
400908342,123066208
400908342,297632240
400908342,214866159
400908342,45296772
400908342,76873978
400908342,45453237
400908342,387811520
446663800,786000385
446663800,977325487
446663800,106514554
446663800,970396015
446663800,953921058
446663800,619592201
446663800,992219990
446663800,494653505
446663800,383277137
446663800,294344861
446663800,407764270
446663800,453633229
446663800,415090679
446663800,1699363110
446663800,959902904
446663800,490766111
446663800,369243241
446663800,1968260474
446663800,431128749
446663800,322963469
511347677,14515734
511347677,104123233
511347677,385175633
511347677,30149905
511347677,66604958
511347677,30309979
511347677,23613479
511347677,32959253
511347677,20295201
511347677,25398075
511347677,28669612
511347677,343132137
511347677,383917015
511347677,264257750
511347677,24621955
511347677,20322929
511347677,19028953
511347677,17929027
511347677,100220864
511347677,17915334
304795450,8039442
304795450,82240588
304795450,113148867
304795450,195033433
304795450,61257390
304795450,110485242
304795450,123893547
304795450,222601349
304795450,24966423
304795450,196022051
304795450,216941300
304795450,63641451
304795450,185871678
304795450,20322929
304795450,153289152
304795450,197788234
304795450,28331519
304795450,25398075
304795450,23151437
304795450,179656701
269839050,265792785
269839050,242609208
269839050,260534139
269839050,168351774
269839050,74329679
269839050,40596561
269839050,106017962
269839050,182592918
269839050,220888416
269839050,38841345
269839050,126986239
269839050,26310302
269839050,41283627
269839050,267238610
269839050,191989965
269839050,245112451
269839050,135886633
269839050,26258652
269839050,208421233
269839050,37973275
2246180454,1036102262
2246180454,222702544
2246180454,348817460
2246180454,1322643044
2246180454,177602429
2246180454,827707908
2246180454,311459515
2246180454,997695180
2246180454,870928838
2246180454,355114735
2246180454,230193636
2246180454,467032602
2246180454,176164418
2246180454,45458464
2246180454,251770074
2246180454,300446753
2246180454,305580201
2246180454,241964764
2246180454,246008714
2246180454,384577531
607361835,119509520
607361835,27195114
607361835,605486249
607361835,410184722
607361835,315005454
607361835,474116845
607361835,335420379
607361835,193075331
607361835,334452673
607361835,464384967
607361835,59253098
607361835,469946758
607361835,301125365
607361835,153988128
607361835,431972630
607361835,294337290
607361835,345371674
607361835,322490994
607361835,170214926
607361835,379712836
154628162,83676864
154628162,62712950
154628162,38074304
154628162,69129108
154628162,58263660
154628162,35752797
154628162,71698197
154628162,77888423
154628162,38565260
154628162,79585045
154628162,142310179
154628162,90270947
154628162,160435807
154628162,21539991
154628162,80717970
154628162,67385486
154628162,71144628
154628162,114295053
154628162,378883633
154628162,405918878
200977178,331197792
200977178,218032354
200977178,294085847
200977178,464033380
200977178,101392344
200977178,68330165
200977178,449493496
200977178,507660532
200977178,65186494
200977178,528100477
200977178,36547413
200977178,176998537
200977178,442971792
200977178,442204163
200977178,466491039
200977178,448553561
200977178,45208615
200977178,506866625
200977178,185477827
200977178,175383726
40604337,117877755
40604337,251708668
40604337,170093762
40604337,48979354
40604337,97905042
40604337,13330522
40604337,154226667
40604337,27711906
40604337,227027643
40604337,1332134905
40604337,509690924
40604337,753805616
40604337,966534618
40604337,128454600
40604337,2325648007
40604337,18894527
40604337,72360339
40604337,2325996806
40604337,2303613151
40604337,2315115364
465213638,175271318
465213638,35502322
465213638,218267132
465213638,387375204
465213638,166648292
465213638,597133224
465213638,77646621
465213638,258548193
465213638,513247256
465213638,60997953
465213638,572380456
465213638,299226296
465213638,94675750
465213638,272488173
465213638,541223201
465213638,348876651
465213638,154589813
465213638,62111258
465213638,129565189
465213638,353989502
921152618,828107209
921152618,541800463
921152618,202495093
921152618,378898873
921152618,115801376
921152618,374251020
921152618,535620831
921152618,261078843
921152618,55856905
921152618,18791002
921152618,844327902
921152618,609152733
921152618,146579135
921152618,72210207
921152618,293799695
921152618,86221924
921152618,975028616
921152618,363180458
921152618,24249998
921152618,68825237
31637278,65592828
31637278,65572922
31637278,117265700
31637278,112220661
31637278,67685566
31637278,157063474
31637278,16630362
31637278,92725218
31637278,173637466
31637278,157229712
31637278,71357223
31637278,73328832
31637278,148560222
31637278,173141091
31637278,127108742
31637278,71382295
31637278,61371740
31637278,205366362
31637278,165280690
31637278,64865664
193563712,84196255
193563712,25365536
193563712,42519612
193563712,40519997
193563712,26257166
193563712,31447081
193563712,35936474
193563712,62902439
193563712,23083404
193563712,23967578
193563712,149726145
193563712,18610936
193563712,75414144
193563712,16638685
193563712,20322929
193563712,23151437
193563712,40607946
193563712,22914928
193563712,68895422
193563712,88987638
66680616,132584646
66680616,211598248
66680616,110899533
66680616,147736427
66680616,49959388
66680616,41197273
66680616,62854937
66680616,96855765
66680616,220186939
66680616,40082834
66680616,212306084
66680616,31236684
66680616,220805664
66680616,35635902
66680616,221150401
66680616,216456116
66680616,219356801
66680616,26869158
66680616,35858413
66680616,164589304
319016379,327527145
319016379,163229874
319016379,143639017
319016379,111113189
319016379,311046860
319016379,111815096
319016379,253601765
319016379,70019754
319016379,43958784
319016379,209391489
319016379,328830499
319016379,171724974
319016379,169379198
319016379,279190497
319016379,63168022
319016379,310978675
319016379,343172742
319016379,66182285
319016379,343828807
319016379,79688612
22107297,7376382
22107297,1183041
22107297,10350
22107297,5120691
22107297,7861312
22107297,7040932
22107297,6211972
22107297,7846
22107297,6273552
22107297,20067354
22107297,13
22107297,16381279
22107297,15076390
22107297,16727535
22107297,15485441
22107297,18420140
22107297,18863815
22107297,657863
22107297,21879024
22107297,18220175
161918484,159635559
161918484,94828012
161918484,38862035
161918484,22326340
161918484,123074629
161918484,155099693
161918484,64485205
161918484,155579760
161918484,31635264
161918484,52977857
161918484,62062956
161918484,69146911
161918484,130874759
161918484,29098839
161918484,57443888
161918484,126786056
161918484,119509520
161918484,99224596
161918484,36780274
161918484,136790657
172088666,146681733
172088666,47176612
172088666,41044653
172088666,33809852
172088666,95749906
172088666,52906218
172088666,113538631
172088666,172895653
172088666,28475736
172088666,45066441
172088666,39921083
172088666,33234960
172088666,35630602
172088666,97158546
172088666,36961905
172088666,154949548
172088666,156486922
172088666,173953387
172088666,82393618
172088666,73983868
167884846,18915240
167884846,50004938
167884846,26257166
167884846,2557521
167884846,21254264
167884846,21879024
167884846,18479513
167884846,54682125
167884846,262915519
167884846,23101207
167884846,65056980
167884846,310720054
167884846,24079166
167884846,43165750
167884846,16826656
167884846,39358749
167884846,31511502
167884846,190361651
167884846,12413162
167884846,176668074
369326528,270718763
369326528,245160426
369326528,301186436
369326528,27933622
369326528,325143885
369326528,325956668
369326528,223045758
369326528,253326319
369326528,223019492
369326528,296975346
369326528,294123883
369326528,377521655
369326528,297733907
369326528,373052049
369326528,84972417
369326528,226379276
369326528,382255940
369326528,15046149
369326528,407417867
369326528,317419923
224355348,54387680
224355348,19799276
224355348,58233603
224355348,50466186
224355348,40361513
224355348,59935932
224355348,99610531
224355348,110827653
224355348,73443014
224355348,42224221
224355348,24574039
224355348,267325285
224355348,84290447
224355348,101879887
224355348,119509520
224355348,40379972
224355348,24621955
224355348,26027481
224355348,225043140
224355348,188417619
599475685,180026716
599475685,181900947
599475685,15439395
599475685,40101400
599475685,22412376
599475685,17174309
599475685,49573859
599475685,108568373
599475685,265902729
599475685,187572312
599475685,27660239
599475685,18625669
599475685,30513101
599475685,83855918
599475685,156380350
599475685,424323162
599475685,423025581
599475685,424380792
599475685,302104054
599475685,300445985
2221693144,1869552216
2221693144,2214866891
2221693144,191057148
2221693144,422773233
2221693144,21962792
2221693144,567592915
2221693144,306758406
2221693144,74541999
2221693144,1978495752
2221693144,634611137
2221693144,1065968442
2221693144,856215300
2221693144,490242115
2221693144,50977969
2221693144,2154659677
2221693144,274065384
2221693144,85062559
2221693144,36162479
2221693144,224653695
2221693144,582124807
2707678428,1838832674
2707678428,104969057
2707678428,602317143
2707678428,7861312
2707678428,14176789
2707678428,500042487
2707678428,16303106
2707678428,65289126
2707678428,90420314
2707678428,252709160
2707678428,237670274
2707678428,281766200
2707678428,21479907
2707678428,282168818
2707678428,1648198104
2707678428,1676856542
2707678428,58466292
2707678428,301712630
2707678428,41788605
2707678428,61586751
2718214807,2505269547
2718214807,2199576754
2718214807,21447363
2718214807,14230524
2718214807,16409683
2718214807,15846407
2718214807,268414482
2718214807,45266183
2718214807,181561712
2718214807,158314798
2718214807,84279963
2718214807,308297673
2718214807,53338746
2718214807,14222536
2718214807,16794568
2718214807,114026804
2718214807,37972440
2718214807,40411743
2718214807,403255314
2718214807,18588279
48621354,31322556
48621354,42379703
48621354,21474245
48621354,53817066
48621354,26895879
48621354,45224548
48621354,61831375
48621354,55820357
48621354,27378742
48621354,87307245
48621354,41933551
48621354,36617822
48621354,52420430
48621354,46757455
48621354,47033057
48621354,41077287
48621354,50246444
48621354,82017949
48621354,101225788
48621354,759251
446781734,446747416
446781734,260072740
446781734,449002826
446781734,126661649
446781734,156769008
446781734,372022965
446781734,308220034
446781734,320978426
446781734,46983240
446781734,234835427
446781734,347438425
446781734,273511005
446781734,233724122
446781734,449383069
446781734,244311775
446781734,266704189
446781734,173125743
446781734,213500193
446781734,347410465
446781734,430974703
171695133,89699362
171695133,40714100
171695133,109705251
171695133,99400477
171695133,91715553
171695133,15253147
171695133,17580770
171695133,278065408
171695133,27195114
171695133,73187809
171695133,22668242
171695133,24083587
171695133,266887195
171695133,165118839
171695133,23617610
171695133,32959253
171695133,27989078
171695133,157140968
171695133,25365536
171695133,17711046
2187432733,1561070072
2187432733,245795107
2187432733,17919972
2187432733,231571648
2187432733,50826280
2187432733,16190898
2187432733,116362700
2187432733,16409683
2187432733,15846407
2187432733,79293791
2187432733,14230524
2187432733,228002268
2187432733,103315428
2187432733,271219664
2187432733,370404219
2187432733,563284505
2187432733,308109978
2187432733,30294027
2187432733,323457660
2187432733,306373246
328575167,245706643
328575167,104375215
328575167,236284618
328575167,94360081
328575167,238765630
328575167,332379408
328575167,271219664
328575167,325942078
328575167,308298667
328575167,335094241
328575167,165306003
328575167,325744180
328575167,276105261
328575167,341933865
328575167,287160873
328575167,18992542
328575167,181178426
328575167,343106569
328575167,130734452
328575167,327409571
2433812916,2418138269
2433812916,397446320
2433812916,108113209
2433812916,911301072
2433812916,958947750
2433812916,31613114
2433812916,2336181802
2433812916,2409413013
2433812916,111743127
2433812916,68200643
2433812916,184162463
2433812916,17372386
2433812916,581018564
2433812916,1729461793
2433812916,210713029
2433812916,1090409798
2433812916,606729039
2433812916,516118718
2433812916,416324064
2433812916,360783788
2325271081,1251449084
2325271081,39360648
2325271081,1221888974
2325271081,50004938
2325271081,321968880
2325271081,293120524
2325271081,312893997
2325271081,5402612
2325271081,6448082
2325271081,63463538
2325271081,10671602
2325271081,27855118
2325271081,205278393
2325271081,403012426
2325271081,26577824
2325271081,240734425
2325271081,17076218
2325271081,18734310
2325271081,304361670
2325271081,127886087
362888589,236461755
362888589,313037910
362888589,318724837
362888589,317118492
362888589,305859743
362888589,51908983
362888589,360996037
362888589,79997653
362888589,28471026
362888589,32482524
362888589,129961654
362888589,43470487
362888589,338716594
362888589,130682467
362888589,98808184
362888589,241564368
362888589,89995368
362888589,403574451
362888589,22788504
362888589,197619330
232099397,241013448
232099397,142990622
232099397,143335977
232099397,306663668
232099397,290807301
232099397,386029623
232099397,372048018
232099397,67850897
232099397,296050885
232099397,362454734
232099397,285124005
232099397,186712788
232099397,377297962
232099397,127222755
232099397,301886229
