ID,FriendID
232099397,221945754
232099397,438270183
232099397,332198795
232099397,23563916
232099397,33397557
71567191,64336695
71567191,26027481
71567191,28331519
71567191,25844958
71567191,27558050
71567191,25398075
71567191,56463364
71567191,30309979
71567191,24966423
71567191,35787166
71567191,27195114
71567191,104365696
71567191,242127365
71567191,210470727
71567191,75815867
71567191,314219185
71567191,114229096
71567191,47986459
71567191,107834489
71567191,249916776
413497893,402034715
413497893,303291593
413497893,236526659
413497893,416249728
413497893,346119692
413497893,384756586
413497893,205711782
413497893,51009975
413497893,49941139
413497893,23621956
413497893,450004964
413497893,276645015
413497893,42387620
413497893,389078767
413497893,233331543
413497893,297638703
413497893,277982973
413497893,492310430
413497893,491242540
413497893,28860904
376336364,54672858
376336364,62998468
376336364,392212680
376336364,376303038
376336364,377767221
376336364,370216708
376336364,375939267
376336364,377759697
376336364,300501907
376336364,33961882
376336364,377189373
376336364,389194173
376336364,369870464
376336364,256190969
376336364,61566542
376336364,355656064
376336364,373990581
376336364,345633017
376336364,112319197
376336364,374637407
559747070,277203431
559747070,500653992
559747070,1325664378
559747070,17185109
559747070,112681761
559747070,5943942
559747070,180505807
559747070,225472164
559747070,2312872612
559747070,378790705
559747070,53469538
559747070,265902729
559747070,6620582
559747070,34655603
559747070,16887175
559747070,10228272
559747070,85280003
559747070,17284200
559747070,121402638
559747070,88623717
717289784,557427351
717289784,606756522
717289784,614394188
717289784,398970475
717289784,524884667
717289784,306582905
717289784,458830568
717289784,355757332
717289784,490962577
717289784,81398691
717289784,422276101
717289784,618359954
717289784,483311038
717289784,546204039
717289784,359757581
717289784,259388913
717289784,767930876
717289784,1038660337
717289784,721685509
717289784,415888549
746442541,468437057
746442541,301228073
746442541,455220650
746442541,406043849
746442541,444012059
746442541,281263686
746442541,235243166
746442541,571103514
746442541,410510820
746442541,223179808
746442541,382378236
746442541,152817197
746442541,30493802
746442541,596040280
746442541,520965627
746442541,559073515
746442541,599519803
746442541,258571234
746442541,519986127
746442541,414301095
1914251882,63674950
1914251882,16804814
1914251882,461094922
1914251882,110367072
1914251882,486593652
1914251882,26245945
1914251882,596804205
1914251882,16496992
1914251882,605243849
1914251882,22009731
1914251882,5225991
1914251882,18807671
1914251882,23927178
1914251882,185708008
1914251882,137645230
1914251882,151532036
1914251882,15057943
1914251882,239313282
1914251882,18637730
1914251882,32137602
508101271,300900074
508101271,439622157
508101271,411065146
508101271,544196331
508101271,326716718
508101271,479028355
508101271,133258333
508101271,464763941
508101271,281984913
508101271,491496481
508101271,211494368
508101271,411722793
508101271,414060066
508101271,436713757
508101271,240005393
508101271,220476467
508101271,78878486
508101271,277009423
508101271,291098197
508101271,40737132
283245426,100130209
283245426,49348697
283245426,124015305
283245426,278111721
283245426,277871847
283245426,250882598
283245426,39496172
283245426,20121208
283245426,294321231
283245426,357097044
283245426,150473673
283245426,288268846
283245426,261474065
283245426,231917401
283245426,190755814
283245426,412424892
283245426,380089015
283245426,110570299
283245426,410254874
283245426,406021609
101852853,27260086
101852853,21447363
101852853,79293791
101852853,28706024
101852853,22940219
101852853,119509520
101852853,310475882
101852853,293081362
101852853,338247842
101852853,33176791
101852853,205859070
101852853,212289850
101852853,92100045
101852853,90210716
101852853,295324943
101852853,250235190
101852853,263244442
101852853,68720996
101852853,68721788
101852853,48099351
134965175,33317045
134965175,15813625
134965175,73677343
134965175,38120347
134965175,15905103
134965175,15836769
134965175,68609352
134965175,15412154
134965175,6480682
134965175,807095
134965175,20886886
134965175,34355052
134965175,6480732
134965175,6480652
134965175,48773664
134965175,15147397
134965175,38611183
134965175,115485051
134965175,30364057
134965175,23424509
321954250,127107309
321954250,130834357
321954250,358752627
321954250,156910054
321954250,118649746
321954250,36696307
321954250,45044876
321954250,62043572
321954250,102942921
321954250,111052399
321954250,283783357
321954250,149038504
321954250,295996985
321954250,68899267
321954250,290381701
321954250,272928787
321954250,115925755
321954250,354675349
321954250,131060750
321954250,154038347
568651942,23151437
568651942,257611623
568651942,24966423
568651942,79293791
568651942,116362700
568651942,19001589
568651942,25458378
568651942,170157266
568651942,352145373
568651942,392948807
568651942,253456874
568651942,300532359
568651942,119509520
568651942,424674479
568651942,267844771
568651942,66714703
568651942,562339899
568651942,571994813
568651942,562780254
568651942,120547416
154228454,155436137
154228454,156040764
154228454,93544299
154228454,102598304
154228454,161089850
154228454,138129771
154228454,164111288
154228454,149113220
154228454,121462562
154228454,174571063
154228454,192757558
154228454,158536155
154228454,45964861
154228454,148091657
154228454,183714452
154228454,111964436
154228454,183868938
154228454,188162283
154228454,176714684
154228454,139107179
220415263,60854650
220415263,365397478
220415263,20512145
220415263,228143734
220415263,359848272
220415263,28895421
220415263,381699596
220415263,67623325
220415263,39049368
220415263,265580388
220415263,276030766
220415263,242776558
220415263,305105887
220415263,336708299
220415263,407135201
220415263,205181659
220415263,114856932
220415263,407370170
220415263,415854385
220415263,259948109
797856535,23563916
797856535,16190898
797856535,264058981
797856535,16827333
797856535,389229444
797856535,123580666
797856535,81230241
797856535,433173031
797856535,32751684
797856535,83613107
797856535,130571718
797856535,69068481
797856535,38815052
797856535,24929621
797856535,197807757
797856535,21447363
797856535,24852465
797856535,60583926
797856535,163824332
797856535,542365479
313041646,221467213
313041646,303327913
313041646,128051036
313041646,232407903
313041646,231636470
313041646,36377877
313041646,256041336
313041646,24966423
313041646,179096723
313041646,200354641
313041646,71741278
313041646,30042937
313041646,154956983
313041646,34104256
313041646,19028953
313041646,128565551
313041646,313003255
313041646,258499668
313041646,290273323
313041646,98939300
1944818563,1419050718
1944818563,1265855174
1944818563,1687305134
1944818563,487083983
1944818563,954954536
1944818563,40697876
1944818563,1219957964
1944818563,1418690142
1944818563,767759935
1944818563,974687358
1944818563,709385754
1944818563,1318585170
1944818563,613206548
1944818563,569582662
1944818563,30928942
1944818563,532834813
1944818563,608640104
1944818563,123289876
1944818563,43257127
1944818563,912759943
366141791,34712975
366141791,184910040
366141791,326298820
366141791,48308074
366141791,101062109
366141791,103328544
366141791,91944999
366141791,363844024
366141791,68609190
366141791,224824904
366141791,31239408
366141791,24054034
366141791,244163560
366141791,324526837
366141791,339217574
366141791,2367911
366141791,339958893
366141791,175239390
366141791,28638191
366141791,56845731
989260644,948823668
989260644,775484539
989260644,633313004
989260644,411253815
989260644,606241476
989260644,599324646
989260644,569713210
989260644,274978727
989260644,438985915
989260644,109816920
989260644,219165772
989260644,233247787
989260644,138004763
989260644,238100879
989260644,343627165
989260644,289296585
989260644,168477045
989260644,239628008
989260644,223128110
989260644,356735517
59754795,55822434
59754795,96973594
59754795,94823738
59754795,60594886
59754795,64343612
59754795,108911225
59754795,100516509
59754795,147903298
59754795,133347288
59754795,154166515
59754795,16063961
59754795,148982278
59754795,66664745
59754795,57324878
59754795,140444680
59754795,99747767
59754795,157705229
59754795,123562332
59754795,111597994
59754795,77751330
375400689,50912004
375400689,845863315
375400689,256825931
375400689,874220690
375400689,828042704
375400689,245628515
375400689,817997118
375400689,428499099
375400689,562519847
375400689,374190058
375400689,252880171
375400689,389770776
375400689,350642648
375400689,79876800
375400689,331993158
375400689,211663814
375400689,515085969
375400689,159745199
375400689,18645264
375400689,347969028
186969604,185739738
186969604,32959253
186969604,25365536
186969604,23617610
186969604,79293791
186969604,27195114
186969604,25537064
186969604,6427882
186969604,23613479
186969604,157140968
186969604,24966423
186969604,236699098
186969604,26565946
186969604,101928415
186969604,23976386
186969604,263815802
186969604,226694392
186969604,350865388
186969604,284575197
186969604,92367751
368036478,707352092
368036478,196437012
368036478,542194676
368036478,916979274
368036478,824279112
368036478,465346601
368036478,320541946
368036478,39368697
368036478,57728573
368036478,304364738
368036478,786027462
368036478,883270436
368036478,299371179
368036478,962065700
368036478,71080828
368036478,706446084
368036478,914446980
368036478,391653120
368036478,368038769
368036478,371406078
153184524,103691738
153184524,100121504
153184524,38578794
153184524,159198815
153184524,143282543
153184524,154029349
153184524,162576799
153184524,116938681
153184524,64227091
153184524,120656242
153184524,159375447
153184524,154655334
153184524,151923937
153184524,131335931
153184524,188172606
153184524,51235427
153184524,165758663
153184524,148616465
153184524,165160078
153184524,212272818
236098187,265943526
236098187,92457245
236098187,23976386
236098187,68776325
236098187,178473142
236098187,230562023
236098187,255652040
236098187,76182486
236098187,59854053
236098187,301708599
236098187,34757991
236098187,39082408
236098187,92851831
236098187,61484151
236098187,74041366
236098187,69791036
236098187,78186709
236098187,53928907
236098187,335120514
236098187,23065354
489100566,19329393
489100566,208426136
489100566,251358510
489100566,191224982
489100566,176566242
489100566,181561712
489100566,209708391
489100566,158314798
489100566,84279963
489100566,105296218
489100566,209994211
489100566,410097975
489100566,464139666
489100566,85452649
489100566,68419465
489100566,95465386
489100566,435525090
489100566,60050843
489100566,560362416
489100566,429570086
225090983,79293791
225090983,114910818
225090983,497155881
225090983,28094163
225090983,86810616
225090983,218993211
225090983,277493372
225090983,31583155
225090983,384163459
225090983,82316662
225090983,382576193
225090983,480245063
225090983,95465386
225090983,250090860
225090983,414628351
225090983,47632575
225090983,466434148
225090983,588250720
225090983,24086418
225090983,40861804
2348453106,147800927
2348453106,268414482
2348453106,232514388
2348453106,281587061
2348453106,2178930320
2348453106,67219616
2348453106,75200054
2348453106,1637123371
2348453106,58162687
2348453106,629623623
2348453106,1320096061
2348453106,2247796688
2348453106,2178294195
2348453106,45296772
2348453106,20322929
2348453106,20355308
2348453106,57487035
2348453106,141092273
2348453106,374212227
2348453106,84358766
53667807,39311677
53667807,102760410
53667807,418533320
53667807,34613288
53667807,388376525
53667807,392241804
53667807,268758729
53667807,375135006
53667807,19115359
53667807,23748448
53667807,34450688
53667807,428578207
53667807,126937523
53667807,285324368
53667807,39278056
53667807,146394422
53667807,265670057
53667807,25046951
53667807,20015311
53667807,430047365
1949339978,25521930
1949339978,160926944
1949339978,19818494
1949339978,15253147
1949339978,262158342
1949339978,20565284
1949339978,14100010
1949339978,57972602
1949339978,166924237
1949339978,268414482
1949339978,28561159
1949339978,7111412
1949339978,20079982
1949339978,15846407
1949339978,567192276
1949339978,15439395
1949339978,813286
1949339978,95023423
1949339978,21484192
1949339978,24703488
1535691060,418876415
1535691060,1037234186
1535691060,129878299
1535691060,807842274
1535691060,446692962
1535691060,419092273
1535691060,338108857
1535691060,417519572
1535691060,316056941
1535691060,393618039
1535691060,1226372600
1535691060,1444329200
1535691060,380119386
1535691060,552313829
1535691060,167379422
1535691060,111905680
1535691060,471129299
1535691060,412615813
1535691060,412680632
1535691060,460630496
312910357,81460814
312910357,29816534
312910357,19416562
312910357,21845346
312910357,56631535
312910357,117748822
312910357,53565462
312910357,269288472
312910357,79688612
312910357,66699013
312910357,149921553
312910357,365276096
312910357,371842475
312910357,131645320
312910357,245904852
312910357,316425480
312910357,412568402
312910357,207873936
312910357,344270643
312910357,337880331
270414588,19818494
270414588,79293791
270414588,27195114
270414588,35787166
270414588,119509520
270414588,18863815
270414588,210229448
270414588,205818008
270414588,251719085
270414588,216066597
270414588,198565700
270414588,246951620
270414588,270490382
270414588,201384764
270414588,127890851
270414588,255468465
270414588,74838816
270414588,210482656
270414588,231207845
270414588,232978531
393621283,17919972
393621283,166739404
393621283,314420612
393621283,216737601
393621283,21214977
393621283,14075928
393621283,15846407
393621283,313701826
393621283,26782762
393621283,33798654
393621283,72644483
393621283,187428929
393621283,630598940
393621283,113560280
393621283,24202701
393621283,22558898
393621283,1413109076
393621283,93759830
393621283,15933148
393621283,533949415
15446978,19665350
15446978,813286
15446978,19864586
15446978,30973
15446978,5392522
15446978,807095
15446978,5796972
15446978,30313925
15446978,35278018
15446978,38235383
15446978,19916057
15446978,22948575
15446978,30954832
15446978,46186400
15446978,20710809
15446978,5741722
15446978,6779912
15446978,93028503
15446978,15968674
15446978,21003009
552689765,289716632
552689765,358542686
552689765,522609189
552689765,455285253
552689765,414819460
552689765,304680134
552689765,439242196
552689765,375861421
552689765,269515734
552689765,521820437
552689765,347582578
552689765,303850651
552689765,345827990
552689765,342564144
552689765,284580859
552689765,539483530
552689765,458664506
552689765,441271020
552689765,365297854
552689765,90952588
435100443,169686021
435100443,45279311
435100443,3004231
435100443,33995409
435100443,24966423
435100443,259379883
435100443,52551600
435100443,22940219
435100443,17560096
435100443,21705616
435100443,18228898
435100443,155620016
435100443,434942719
435100443,327383247
435100443,286306679
435100443,417897504
435100443,401508122
435100443,158122818
435100443,386574365
435100443,20322929
2670277734,2152016592
2670277734,621705949
2670277734,2387895043
2670277734,1955876676
2670277734,37991042
2670277734,361278375
2670277734,2329307174
2670277734,1337909262
2670277734,385216277
2670277734,1597127250
2670277734,141614183
2670277734,2277208680
2670277734,1497403718
2670277734,525899082
2670277734,2388271687
2670277734,506798309
2670277734,2259229194
2670277734,2163924751
2670277734,2489065776
2670277734,2354456722
887591574,196277177
887591574,255847361
887591574,369808997
887591574,18825961
887591574,22412376
887591574,59414975
887591574,17552077
887591574,389230038
887591574,24218754
887591574,563261770
887591574,378643574
887591574,222623496
887591574,453670164
887591574,109973880
887591574,222966833
887591574,26131703
887591574,21174888
887591574,370279526
887591574,15216860
887591574,34771668
235408264,16096416
235408264,53153263
235408264,14288822
235408264,13018112
235408264,195573491
235408264,35787166
235408264,199526883
235408264,232275044
235408264,65797643
235408264,225433516
235408264,59646461
235408264,198025205
235408264,198500114
235408264,57143900
235408264,203586891
235408264,204811447
235408264,168895067
235408264,234111202
235408264,60086078
235408264,218648941
367592425,229633853
367592425,46496470
367592425,163813171
367592425,359048943
367592425,197661002
367592425,147627179
367592425,30969342
367592425,130102899
367592425,50638829
